Ano,Mes,Categoria,INV Dolar,INV
2016,3,POLITICA DIPUTADOS,295.08,160000.00
2016,3,ESCOLAR,235.84,127875.00
2016,3,TELEFONOS,207.48,112500.00
2016,3,BEBIDAS DE CHOCOLA,202.23,109657.00
2016,3,BICICLETAS,202.23,109657.00
2016,3,BLOQUES,202.23,109657.00
2016,3,COLEGIOS PRIVADOS,202.23,109657.00
2016,3,DESODORANTES FAMIL,193.65,105000.06
2016,3,LIMPIEZA ALFOMBRAS,188.11,102000.00
2016,3,ALQUILERES EQ FIES,136.86,74210.52
2016,3,EXTINGUIDORES,136.86,74210.52
2016,3,TENNIS,0.00,0.01
2016,3,TV PLASMA,0.00,0.00
2016,4,ESTADO,1886932.18,1026548763.81
2016,4,EVENTOS,1416516.16,770627272.72
2016,4,SUPERMERCADOS,1329578.97,723330873.82
2016,4,SKIN CARE,1239079.18,674096323.38
2016,4,UNIVERSIDAD PRIVAD,1152044.01,626747120.58
2016,4,VARIOS,846826.93,460699194.96
2016,4,OPERADORES MOV FUL,749032.73,407496489.93
2016,4,TELEVISION CABLE,629307.17,342361975.71
2016,4,CHAMPU TRADICIONAL,605553.43,329439235.68
2016,4,SERVICIOS BANCARIO,597319.22,324959546.86
2016,4,MEDICAMENTOS,592807.55,322505040.94
2016,4,CLUBES DE FUTBOL,589997.03,320976046.85
2016,4,DIARIOS,566200.10,308029599.94
2016,4,PINTURAS,564797.11,307266876.42
2016,4,CINES,557211.03,303143055.94
2016,4,ONG,522419.09,284211610.74
2016,4,DESODORANTES FEMEN,518315.84,281979284.51
2016,4,ADMINISTRATIVOS,494810.86,269191761.97
2016,4,FUNDACIONES,485514.25,264134309.13
2016,4,PRODS CONTRA ACNE,467743.64,254466568.56
2016,4,DESODORANTES CABAL,461654.63,251153924.88
2016,4,CREMAS CUERPO MANO,456423.42,248308033.56
2016,4,MINISTERIOS,448849.90,244187914.69
2016,4,VIVIENDA,442591.68,240783143.90
2016,4,FERRETERIAS,425618.88,231549712.57
2016,4,PUBLICIDAD COOPERA,419670.09,228313121.19
2016,4,GASEOSOS COLAS,405942.49,220844888.10
2016,4,TIENDAS ELECTRODOM,397664.89,216341796.80
2016,4,AGENCIAS DE VIAJES,381214.17,207391803.96
2016,4,RADIOEMISORAS,380496.62,207001462.08
2016,4,FAST FOOD POLLO,372604.04,202707906.52
2016,4,FAST FOOD HAMBURGU,371802.48,202271846.01
2016,4,EXPOSICIONES,346893.84,188720775.88
2016,4,INTERNET SERVICE P,339560.77,184731354.34
2016,4,INSECTICIDAS,327010.28,177903415.56
2016,4,APPS,318016.31,173010355.65
2016,4,TARJETAS CREDITO,315504.23,171643785.27
2016,4,SITIOS,303291.37,164999660.60
2016,4,SITIOS DE COMPRAS,302861.42,164765833.39
2016,4,ANALGESICOS,299741.82,163068816.86
2016,4,CELULARES,292531.37,159146096.39
2016,4,SERVICIOS PYMES,276195.43,150258828.04
2016,4,ASOCIACIONES,274524.41,149349663.93
2016,4,REPUESTOS,273468.45,148775082.12
2016,4,EMPRESAS,270540.52,147182212.19
2016,4,AUTOS TODOTERRENO,268583.26,146117258.73
2016,4,SUPLEMENTO ADULTOS,266849.25,145173989.85
2016,4,TEATROS,259923.80,141406349.48
2016,4,REVISTAS,253594.56,137963048.87
2016,4,MAQUILLAJE,250980.39,136540858.84
2016,4,VEHICULOS,247439.99,134614902.03
2016,4,SMS ENTRETENIMIENT,236247.35,128525645.00
2016,4,RESTAURANTES,235330.61,128026936.59
2016,4,TIENDAS DEPARTAMEN,235131.35,127918547.31
2016,4,TRATAMIENTO CABELL,235080.51,127890821.34
2016,4,CANALES TELEVISION,228866.84,124510435.82
2016,4,PROD LACTEOS OTROS,228607.03,124369093.39
2016,4,PREPARADOS LECHE,223388.52,121530054.30
2016,4,RELIGION,222024.76,120788140.97
2016,4,CLI Y PROF SALUD,220787.28,120114808.38
2016,4,ELECTRODOMESTICOS,220531.56,119975788.88
2016,4,CONCIERTOS,217143.54,118132454.13
2016,4,ATUN,217085.17,118100926.60
2016,4,ANTIACIDOS,215684.90,117339270.67
2016,4,CAMPANAS BIEN SOCI,208313.96,113329097.98
2016,4,SEGUROS,206939.05,112581036.75
2016,4,FAST FOOD TACO,197787.53,107602398.92
2016,4,COOPERATIVAS,197545.86,107470800.93
2016,4,DESODORANTE AMBIEN,184397.91,100317991.98
2016,4,ANTIGRIPALES ADULT,183175.98,99653238.35
2016,4,CONTRADROGAS,182816.80,99457790.63
2016,4,ANTIHEMORROIDES,182734.55,99413077.84
2016,4,CENTROS ESTETICA,179982.83,97916033.03
2016,4,TELEVENTAS,177637.26,96640000.00
2016,4,BIENES RAICES,177184.26,96393554.79
2016,4,UNIVERSIDAD ESTATA,176953.19,96267902.28
2016,4,PANALES NINOS,173734.37,94516708.70
2016,4,MAQUINA DEPORTES,168467.76,91651516.68
2016,4,SMS PREMIOS,165639.46,90112793.30
2016,4,SNACKS,162810.92,88574142.29
2016,4,TIENDAS CONVENIENC,162095.32,88184750.28
2016,4,AUTOS USADOS,160325.70,87222022.50
2016,4,CENTROS COMERCIALE,158753.45,86366930.13
2016,4,FAST FOOD SANDWICH,158504.43,86231284.41
2016,4,TARJETAS CRED COME,151937.00,82658347.25
2016,4,AUTOS (MULTICATEGORIA),150732.80,82003149.45
2016,4,CLINICAS DENTALES,149945.36,81574732.92
2016,4,CHOCOLATES,149314.44,81231544.20
2016,4,VENTAS POR CATALOG,147398.03,80188955.42
2016,4,DENTIFRICOS,146549.83,79727505.00
2016,4,SEMINARIOS,144345.66,78528338.07
2016,4,MAT.CONSTRUCCION,140749.94,76572370.04
2016,4,TARJETAS CRED MARC,138584.48,75394127.45
2016,4,HOTELES DE PLAYA,138056.13,75106562.29
2016,4,TARJETAS CRED EMIS,136454.60,74235422.59
2016,4,TALLER AUTOMOTRIZ,135793.04,73875591.54
2016,4,DIVERSIONES,134622.83,73238866.15
2016,4,FARMACIAS,133303.01,72520825.15
2016,4,CONSTRUCTORAS,130860.69,71192128.45
2016,4,ALIMENTOS (OTROS),130729.94,71121003.87
2016,4,PENSIONES,130320.88,70898461.26
2016,4,PROTECTORES FEMENI,129334.54,70361987.87
2016,4,CERVEZA,125174.25,68098578.30
2016,4,MOTOS,122523.78,66656749.53
2016,4,QUITAMANCHAS,120831.91,65736186.00
2016,4,PERROS COMIDA,119953.12,65258126.61
2016,4,BANCA INTERNACIONA,118795.00,64628043.85
2016,4,SALSA PARA COCINAR,116435.88,63344477.26
2016,4,BOUTIQUE,115977.54,63095348.62
2016,4,TIENDAS ARTS HOGAR,115645.25,62914484.71
2016,4,CONTRA OBESIDAD,114651.49,62373853.00
2016,4,LIMPIADORES,113164.93,61565120.00
2016,4,BANCA IMAGEN,112967.12,61457552.18
2016,4,LOTES,111804.30,60824882.91
2016,4,RASURADORAS,111505.69,60662445.00
2016,4,CREDITO VIVIENDA,111262.74,60530269.44
2016,4,FAST FOOD PIZZA,110929.81,60349149.32
2016,4,CREMAS Y PRODS PIE,110757.70,60255509.28
2016,4,SUPLEMENTO NINOS,110131.52,59914851.32
2016,4,SALONES DE BELLEZA,109962.54,59822923.45
2016,4,CIRCO,109499.46,59571041.43
2016,4,SEGUROS AUTOMOVILE,106523.58,57952026.18
2016,4,DESINFECTANTES,105908.67,57617490.50
2016,4,CREDITO PERSONAL,105429.74,57356987.64
2016,4,INDUSTRIAS,104699.62,56959647.46
2016,4,REFRESCOS HIDRATAT,102344.55,55678489.79
2016,4,BARES,100162.64,54491386.00
2016,4,OPTICAS,99423.21,54089172.89
2016,4,HOTELES OTROS,98406.81,53536274.92
2016,4,ROPA USADA,96421.56,52456174.90
2016,4,QUESOS,96163.40,52315768.83
2016,4,MUEBLERIAS,94142.79,51216498.65
2016,4,CAFE,93902.38,51085739.79
2016,4,RENT A CAR,92438.82,50289451.00
2016,4,LIN.AEREAS OTRAS,91662.65,49867258.75
2016,4,VITAMINA ADULTOS,90986.20,49499220.80
2016,4,AZAR,90823.57,49410710.39
2016,4,JABON DE BANO,89220.41,48538575.00
2016,4,REPELENTE DE PIEL,87369.29,47531496.35
2016,4,ENJUAGUE BUCAL,86175.61,46882115.00
2016,4,GIMNASIOS,85087.11,46289944.30
2016,4,GASEOSOS SABORES,84845.81,46158705.40
2016,4,BANCA PAGOS SERVIC,84075.00,45739325.88
2016,4,BEBIDAS PREP CON A,83802.72,45591404.98
2016,4,PAPEL HIGIENICO,82645.27,44961519.56
2016,4,LECHE CONDENSADA,80511.24,43800527.84
2016,4,CENTROS CAPILARES,80372.40,43725000.00
2016,4,NOCLASIFICADOS,80028.17,43537719.39
2016,4,DETERGENTES,79321.64,43153375.15
2016,4,NASAL,79167.85,43069639.95
2016,4,FRUTAS,78509.60,42711814.00
2016,4,CONDIMENTOS,78323.77,42610471.94
2016,4,GALLETAS OTRAS,77699.79,42270988.20
2016,4,GRUPOS MUSICALES,76101.75,41401635.07
2016,4,ESCUELAS COCINA,75118.83,40866959.12
2016,4,ESCUELAS IDIOMAS,73601.30,40041297.25
2016,4,TARJETAS CRED AFIL,73052.09,39742537.54
2016,4,EQUIPO MEDICO,70006.84,38085833.24
2016,4,FIESTAS PATRONALES,69940.04,38049429.15
2016,4,ZAPATERIAS,68961.82,37517325.91
2016,4,ALMACENES,67514.90,36730072.76
2016,4,DESODORANTE SANITA,66480.79,36167545.00
2016,4,TELEVISION ABIERTA,66402.74,36125054.79
2016,4,QUITAGRASA,65597.76,35687150.00
2016,4,HOTELES DE PRIMERA,65032.39,35379599.97
2016,4,ANTIHISTAMINICOS,64567.88,35126866.17
2016,4,IMPRENTAS,64256.80,34957624.28
2016,4,MUNICIPALIDADES,62740.42,34132693.69
2016,4,ENERGIA,62620.35,34067327.74
2016,4,MANI,62265.03,33874057.85
2016,4,CEREALES FAMILIARE,60182.41,32740999.52
2016,4,ALMACENES DESCUENT,60103.43,32698006.31
2016,4,ORTOPEDICAS,59875.04,32573820.00
2016,4,TIENDAS DE LLANTAS,58600.86,31880652.84
2016,4,UNGUENTOS,58202.65,31664008.41
2016,4,LUBRICANTES,57282.91,31163636.21
2016,4,ADHESIVOS,56903.32,30957322.10
2016,4,MARGARINA,56399.46,30683000.75
2016,4,TARJETAS DEBITO,55933.71,30429582.74
2016,4,AUTOS UTILITARIOS,54776.13,29800018.87
2016,4,CREMAS FACIALES,54591.57,29699450.00
2016,4,TOALLAS SANITARIAS,54588.45,29697756.40
2016,4,ALIMENTOS PREPARAD,54308.04,29545204.39
2016,4,BRONCEADORES,53787.95,29262255.84
2016,4,AUTOS TODOTER LUJO,53766.26,29250457.90
2016,4,GALLETAS DE SODA,53081.57,28877951.68
2016,4,CLOROS,52675.01,28656790.00
2016,4,BOLSAS,52662.89,28650188.43
2016,4,BOUTIQUE CABALLERO,52576.53,28603210.10
2016,4,ACEITES PARA COCIN,51753.63,28155529.90
2016,4,COSMETICOS (GRAL),51737.20,28146586.58
2016,4,PICK UP,51601.79,28072919.80
2016,4,VINOS,50589.99,27522459.41
2016,4,ESCUELAS OTRAS,50196.04,27308148.63
2016,4,AIRE ACONDICIONADO,49460.24,26907912.88
2016,4,BANCA ELECTR CNCPT,48360.52,26309562.55
2016,4,CENTROS REH. DROGA,47733.22,25968301.47
2016,4,BATERIAS DE AUTOS,47539.36,25862763.00
2016,4,AGRICOLA GANADERO,47287.14,25725616.00
2016,4,AUTOS DE LUJO,47193.14,25674476.60
2016,4,TIENDA DEPORTIVA,46699.22,25405793.93
2016,4,COLEGIOS (BACHILLE,46536.14,25317079.03
2016,4,REPOSTERIA,45357.77,24675972.23
2016,4,CAMARAS (ASOC),44810.45,24378256.86
2016,4,FUEGOS ARTIFICIALE,44804.49,24375000.00
2016,4,TURISMO,44392.31,24150718.25
2016,4,YOGURT,44378.07,24143100.20
2016,4,FLORISTERIAS,44225.69,24060065.48
2016,4,GPS,44035.51,23956668.88
2016,4,CONSOMES,42594.55,23172708.00
2016,4,DISCOMOVILES,41995.02,22846509.88
2016,4,AGUA PURA,41681.75,22676139.90
2016,4,CREDITO PRENDARIO,41398.90,22522252.20
2016,4,CHICLES,41056.74,22336098.59
2016,4,DEPORTES,40772.57,22181500.00
2016,4,MINISUPERMERCADOS,40364.11,21959223.70
2016,4,AUTOS SEDANES,40343.86,21948235.20
2016,4,CASAS DE EMPENO,40259.49,21902273.18
2016,4,BEBES SHAMPOO,40101.42,21816375.00
2016,4,VETERINARIAS,38987.41,21210319.47
2016,4,OFICENTRO,38707.62,21058115.42
2016,4,CAMIONES,38396.40,20888813.95
2016,4,COLADOS,37540.61,20423223.25
2016,4,OLLAS,37413.04,20353815.00
2016,4,ANTIMICOTICOS VAGI,36699.24,19965485.00
2016,4,UNIVERSIDAD EXTRAN,36057.90,19616579.40
2016,4,ESCUELAS TECNICAS,35843.36,19499839.87
2016,4,CUENTA DE AHORRO,35362.32,19238119.71
2016,4,FINANCIERAS,35331.80,19221457.64
2016,4,MULTIVITAMINICOS,35028.49,19056549.70
2016,4,MASA,34891.47,18981967.87
2016,4,HELADERIAS,34591.21,18818558.50
2016,4,CONFITES,34491.13,18764184.00
2016,4,AUTOS COMPACTOS,34440.03,18736391.50
2016,4,HOSPITALES,34017.79,18506704.20
2016,4,JOYERIAS,33769.41,18371576.60
2016,4,SALSA INGLESA,33754.28,18363340.68
2016,4,REFRESCOS EN POLVO,33221.18,18073323.30
2016,4,LICORES CREMAS,33055.55,17983210.00
2016,4,COLCHONES,32333.96,17590645.00
2016,4,SERVICIOS AMBULANC,32217.94,17527563.95
2016,4,HIGIENE PERSONAL,32134.42,17482089.00
2016,4,PARAUNIVERSIT PRIV,31934.68,17373486.97
2016,4,LABORATORIOS,31135.05,16938416.47
2016,4,PANELES,31033.36,16883017.87
2016,4,ORGANIZADOR EVENTO,30645.05,16671844.22
2016,4,FAJAS ADELGAZANTES,30339.01,16505333.34
2016,4,DISTRIBUIDORAS,30235.85,16449245.47
2016,4,ARROZ,29852.63,16240723.81
2016,4,ANTIMICOTICOS,29644.16,16127310.00
2016,4,HERRAMIENTAS,29426.82,16009137.47
2016,4,IMPRESORAS,29360.26,15972876.50
2016,4,SEGURIDAD,29155.71,15861599.70
2016,4,REST TIPO AMERICAN,28875.04,15708887.25
2016,4,CAFETERIAS,28774.24,15654055.84
2016,4,DISCOS,28751.16,15641495.00
2016,4,AUTODECORACION,28537.02,15525000.00
2016,4,ESCUELAS MUJERES,28238.37,15362531.00
2016,4,LLANTAS,27838.87,15145213.68
2016,4,TECHOS,27787.16,15117049.90
2016,4,CREDITO OTROS,26876.55,14621622.66
2016,4,PERROS OTROS,26543.13,14440253.00
2016,4,LICUADORAS,26055.55,14175000.00
2016,4,TELECOMUNICACIONES,26022.11,14156830.00
2016,4,PURIFICADORES AGUA,25941.76,14113095.32
2016,4,CONSULTORIAS,25404.88,13821014.85
2016,4,ALBUM,25195.70,13707216.17
2016,4,CASAS PREFABRICADA,25168.50,13692400.00
2016,4,LINEA DEPORTIVA,24853.29,13520926.09
2016,4,CAFE FRIO,24712.06,13443972.63
2016,4,JEANS,24613.06,13390239.94
2016,4,TIENDA ROPA CASUAL,24418.39,13284324.66
2016,4,CENTROS SERV AUTOM,24242.54,13188672.07
2016,4,CARNES,24223.49,13178310.06
2016,4,CLUBES,23761.56,12926994.19
2016,4,VARICES,23312.19,12682530.00
2016,4,MENTAS,22956.57,12489060.50
2016,4,ALIMENTOS ANIMALES,22727.01,12364155.00
2016,4,TEXTIL,22600.16,12295158.95
2016,4,HONGOS,22550.23,12268000.00
2016,4,AUTOS DEPORTIVOS,22423.28,12198938.75
2016,4,OTROS MEDIOS COMUN,22418.42,12196292.08
2016,4,TIENDAS DE COMPUTO,22392.45,12182172.79
2016,4,CENTROS COM. OTROS,22222.39,12089649.42
2016,4,ORGANISMOS INTERNA,21758.41,11837227.90
2016,4,LABORATORIOS CLINI,21108.46,11483631.50
2016,4,GASOLINERAS,21087.54,11472197.00
2016,4,PERFUMES,21030.31,11441120.00
2016,4,CHAMPU MEDICADO,21025.43,11438465.00
2016,4,ESCUELAS NATACION,20856.93,11346823.69
2016,4,HOTEL PLAYA EXTRAN,20525.74,11166622.82
2016,4,TIENDAS DE JUGUETE,20497.43,11151249.49
2016,4,GANADERIAS,20414.31,11106000.00
2016,4,AGROQUIMICOS,20354.13,11073239.16
2016,4,JUGOS,20068.23,10917716.45
2016,4,CEPILLOS DE DIENTE,19294.89,10497000.00
2016,4,TIENDAS INSTR MUSI,19237.10,10465585.13
2016,4,MACROBIOTICAS,18976.02,10323516.25
2016,4,VIVEROS,18976.00,10323500.02
2016,4,WHISKY,18750.00,10200562.50
2016,4,JUGUETES,18622.13,10131000.00
2016,4,ARTE,18356.18,9986310.00
2016,4,MUTUALES,18227.58,9916349.50
2016,4,DIGESTIVOS,17963.43,9772625.00
2016,4,FUNERARIAS,17904.67,9740626.76
2016,4,SUAVIZANTES,17600.13,9575000.00
2016,4,LIN.AEREAS NACIONA,17525.20,9534237.74
2016,4,CATERING SERVICE,17372.85,9451351.08
2016,4,HOSTING Y OTROS,17241.16,9379702.00
2016,4,LAVAPLATOS,17158.67,9334835.00
2016,4,PASTELERIAS,16864.42,9174750.00
2016,4,PISOS,16663.36,9065363.98
2016,4,SOFTWARE,16352.08,8896031.60
2016,4,MAQUINARIA,16004.17,8706743.65
2016,4,TIENDAS AUDIO VIDE,15693.75,8537873.50
2016,4,LIBRERIAS,15587.38,8479947.37
2016,4,COLEGIOS DE PROFES,15527.63,8447499.80
2016,4,TE (BOLSA-POLVO),15182.07,8259500.00
2016,4,TIENDAS DE BODAS,14960.59,8138970.13
2016,4,ZAPATOS OTROS,14869.53,8089464.27
2016,4,FRIJOLES ENLATADOS,14807.44,8055694.59
2016,4,BIENES RAICES PLAY,14788.93,8045619.67
2016,4,PARAUNIVERSIT ESTA,14633.86,7961269.00
2016,4,EQUIPO INDUSTRIAL,14543.37,7911992.70
2016,4,ZAPATOS FEMENINOS,14362.46,7813607.16
2016,4,SAL,14345.84,7804572.81
2016,4,LIBROS,14276.36,7766771.16
2016,4,REFRESCOS DE TE,14040.00,7638181.18
2016,4,RECURSOS HUM INGLE,13956.97,7593000.00
2016,4,SINDICATOS,13773.91,7493427.14
2016,4,LAVADORAS ROPA,13763.28,7487634.50
2016,4,RELOJES,13625.27,7412557.96
2016,4,KINDER,13434.54,7308791.50
2016,4,LECHE LIQUIDA,13258.16,7212839.57
2016,4,REST MARISCOS,13037.04,7092545.74
2016,4,MULTIFUNCIONALES,13036.25,7092111.08
2016,4,MUEBLES DE COCINA,12745.18,6933761.44
2016,4,POLITICA,12595.81,6852500.02
2016,4,PARASICOLOGIA,12436.76,6766000.00
2016,4,DISCOTECAS,12321.92,6703479.82
2016,4,FOTOCOPIADORAS,12311.53,6697836.40
2016,4,ABOGADOS,12236.28,6656883.50
2016,4,BOMBILLOS,12100.00,6582763.00
2016,4,COMPUTADORAS,11717.01,6374405.00
2016,4,ELECTRICIDAD,11683.39,6356098.71
2016,4,ESCUELAS DEPORTIVA,11539.50,6277836.00
2016,4,AGENCIA PUBLICIDAD,11485.80,6248620.50
2016,4,CEREALES INFANTILE,11484.66,6248000.00
2016,4,REVISION TEC VEHIC,11451.21,6229802.60
2016,4,SUPERMERCADOS ELEC,11203.38,6094975.00
2016,4,BISUTERIA,11107.60,6042866.40
2016,4,TORTILLAS,11102.21,6039947.30
2016,4,HOTEL CIUDAD EXTRA,11100.00,6038733.00
2016,4,SODAS,11029.72,6000500.10
2016,4,"OFICINA, MAT EQUIP",10766.41,5857240.00
2016,4,TIENDAS DELICATESS,10716.30,5830000.00
2016,4,TOS,10708.41,5825674.42
2016,4,PASTAS ALIMENTICIA,10559.99,5744964.58
2016,4,DETERGENTE LIQUIDO,10544.45,5736500.00
2016,4,CIRUJANOS PLASTICO,10240.80,5571301.31
2016,4,ENVIOS DE DINERO,10195.21,5546504.70
2016,4,PUESTOS DE BOLSA,10088.47,5488433.00
2016,4,AUTOS FAMILIARES,10053.91,5469650.00
2016,4,ROPA INTIMA MUJER,10014.10,5447971.00
2016,4,SOPAS INSTANTANEAS,9485.74,5160530.00
2016,4,MOTELES,9463.17,5148250.00
2016,4,SEGUROS DE VIDA,9460.00,5146523.80
2016,4,CHUPONES,9305.55,5062500.00
2016,4,ESTRENIMIENTO,9193.94,5001778.31
2016,4,RON,9153.50,4979778.20
2016,4,ESCUELAS COMERCIAL,9124.81,4964170.00
2016,4,MOTOSIERRAS,9097.86,4949506.65
2016,4,COLONIAS,9079.47,4939500.00
2016,4,CENTROS BRONCEADO,9027.59,4911278.13
2016,4,ALQUILERES EQ FIES,8959.93,4874459.16
2016,4,NUTRICIONISTAS,8892.08,4837563.75
2016,4,NIGHT CLUB,8855.80,4817821.00
2016,4,CAPTACION DINERO,8804.20,4789750.00
2016,4,OTROS LICORES,8731.13,4750000.00
2016,4,TIENDAS DE REGALOS,8628.57,4694202.10
2016,4,MAYONESA,8129.50,4422690.01
2016,4,DECORACION,8060.81,4385320.00
2016,4,PROFESIONALES,8016.80,4361375.00
2016,4,PANADERIAS,8007.09,4356081.65
2016,4,TIENDAS CELULARES,7895.34,4295300.00
2016,4,ACCESORIOS IMPRESO,7860.94,4276579.29
2016,4,FAST FOOD CASUAL,7804.44,4245850.79
2016,4,MADERAS,7720.16,4200000.00
2016,4,MUEBLES DE OFICINA,7552.86,4108985.18
2016,4,CUCHILLERIA,7444.44,4050000.00
2016,4,CEMENTO,7306.62,3975014.52
2016,4,ADUANAS,7181.60,3907008.50
2016,4,PAQUETERIA,7027.13,3822968.31
2016,4,CRIADEROS ANIMALES,6893.00,3750000.00
2016,4,CASINOS,6847.05,3725002.81
2016,4,TALLERES,6736.41,3664813.52
2016,4,N/D,6728.80,3660666.68
2016,4,CUERO,6719.55,3655640.31
2016,4,LINEA DE ROPA,6621.51,3602300.01
2016,4,COCINAS,6455.53,3512000.00
2016,4,RIEGO,6400.00,3481792.00
2016,4,CERAS PARA AUTOS,6349.02,3454060.00
2016,4,LEASING,6210.10,3378470.50
2016,4,REPUESTOS MOTOS,6203.70,3375000.00
2016,4,SERVICIOS TELEFONI,6192.25,3368750.08
2016,4,EMBUTIDOS,6143.32,3342148.52
2016,4,NAVIERAS,6122.18,3330651.95
2016,4,ESCUELAS INFORMATI,6018.93,3274500.00
2016,4,BEBIDAS LACTEAS,6010.82,3270063.75
2016,4,TIENDAS VIDEOJUEGO,6004.42,3266625.00
2016,4,SMS RELIGIOSO,5914.35,3217499.28
2016,4,CEMENTERIOS,5686.75,3093746.26
2016,4,CUENTA CORRIENTE,5580.00,3035687.40
2016,4,PAPAS TOSTADAS,5563.00,3026436.58
2016,4,TIENDAS DE FIESTAS,5518.55,3002250.00
2016,4,EMPRESAS DISEN.WEB,5498.87,2991527.00
2016,4,ESCUELAS BACHILLER,5444.47,2961950.80
2016,4,HELADOS,5438.80,2958867.36
2016,4,PIZZERIAS,5097.98,2773453.60
2016,4,AC COMPUTADORAS,5086.62,2767270.00
2016,4,VACUNAS,4970.00,2703829.12
2016,4,ESCUELAS BAILE,4896.79,2664000.00
2016,4,RECAUCHADORAS,4873.35,2651250.06
2016,4,BUJIAS,4792.02,2607000.00
2016,4,HUEVOS,4753.83,2586221.65
2016,4,TUBERIA,4570.80,2486626.53
2016,4,DIET COLAS,4430.00,2410052.90
2016,4,TURISMO EXT,4382.30,2384105.00
2016,4,TARJETAS DEB EMISO,4373.94,2379527.78
2016,4,PROGRAMACION,4269.72,2322855.00
2016,4,FOTOGRAFOS,4259.85,2317500.00
2016,4,ALUMINIOS,4189.02,2278952.00
2016,4,CAFE INSTANTANEO,4130.00,2246843.90
2016,4,FERTILIZANTES,4122.02,2242500.50
2016,4,COMIDA Y ACC GATO,4000.00,2176120.00
2016,4,REDES,3990.00,2170679.70
2016,4,AUTOS SUPER LUJO,3927.25,2136545.00
2016,4,ARTIC ELEC CABELLO,3900.00,2121717.00
2016,4,SERVILLETAS,3900.00,2121717.00
2016,4,BEBIDAS DE CHOCOLA,3853.02,2096157.00
2016,4,BARRAS NUTRITIVAS,3803.12,2069016.00
2016,4,TRANSPORTES,3649.29,1985330.84
2016,4,TRAJES DE BANO,3580.87,1948100.02
2016,4,TIENDA ROPA DISENA,3555.00,1934026.65
2016,4,SERVIDORES,3537.74,1924634.70
2016,4,EDULCORANTES,3446.50,1875000.00
2016,4,VALLAS,3437.12,1869896.00
2016,4,DROGUERIAS,3281.07,1785000.00
2016,4,FISIOTERAPEUTAS,3265.29,1776413.58
2016,4,BEBIDAS NATURALES,3228.63,1756500.00
2016,4,CONTRA IMPOTENCIA,3183.04,1731671.10
2016,4,TALLER DE MOTOS,3111.11,1692537.50
2016,4,PINTURAS DE UNAS,3057.00,1663099.70
2016,4,TIENDAS DE BEBES,3024.65,1645500.04
2016,4,TRACTORES,3000.00,1632090.00
2016,4,SASTRERIAS,2914.99,1585842.20
2016,4,HELADOS PALETA,2895.06,1575000.00
2016,4,REST MEXICANO,2890.04,1572268.79
2016,4,PANALES ADULTOS,2831.01,1540157.00
2016,4,ACEITES DE OLIVA,2804.07,1525500.00
2016,4,TOALLAS DE PAPEL,2804.07,1525500.00
2016,4,TIENDAS DE NINOS,2802.42,1524600.04
2016,4,HOGAR DE ANCIANOS,2642.13,1437395.00
2016,4,KETCHUP,2611.00,1420462.28
2016,4,AGUARDIENTE,2551.63,1388163.77
2016,4,CANCHAS DEPORTIVAS,2446.76,1331107.00
2016,4,FACTOREO,2357.42,1282500.06
2016,4,TARJETAS DEB AFILI,2333.95,1269739.00
2016,4,CENTROS ADELGAZANT,2279.29,1240000.00
2016,4,CLINICAS PIE,2279.29,1240000.00
2016,4,PAN,2279.29,1240000.00
2016,4,THERMOS,2249.88,1224000.00
2016,4,TINTES PARA CABELL,2200.00,1196866.00
2016,4,HIGADO,2186.78,1189657.00
2016,4,BODEGAS,2169.00,1180001.07
2016,4,ARTESANIAS,2018.69,1098232.00
2016,4,TENNIS,2010.77,1093920.08
2016,4,MONTACARGAS,2000.00,1088060.00
2016,4,TOALLITAS HUM BEBE,1981.27,1077870.01
2016,4,CLINICAS OFTALMOLO,1972.04,1072848.33
2016,4,HAMBURGUESERIA,1876.50,1020872.22
2016,4,CINTAS ADHESIVAS,1779.13,967898.90
2016,4,ESCUELAS MUSICA,1770.82,963384.64
2016,4,LINEA BLANCA,1750.00,952052.50
2016,4,POLITICA ALCALDES,1733.33,942983.52
2016,4,CREDITO EMPRESARIA,1723.26,937500.00
2016,4,SONIDO,1661.73,904030.00
2016,4,REFRIGERACION,1619.94,881300.00
2016,4,TV PANTALLAS,1550.00,843246.50
2016,4,CAFE INTERNET,1492.56,812000.00
2016,4,CHILE,1492.56,812000.00
2016,4,CUADRACICLOS,1460.92,794786.65
2016,4,POLLERIAS,1447.53,787500.00
2016,4,PORTONES,1409.37,766739.00
2016,4,GAS,1378.60,750000.00
2016,4,ATOLES,1334.88,726217.20
2016,4,BANCA CAJEROS AUTO,1323.46,720000.00
2016,4,TELEFONIA FIJA,1304.16,709500.00
2016,4,CREMAS DEPILADORA,1300.00,707239.00
2016,4,TOALLAS (PANOS),1300.00,707239.00
2016,4,COMPU PORTATILES,1276.86,694657.00
2016,4,FRIJOLES EN GRANO,1230.21,669262.50
2016,4,HIGIENE HOGAR,1200.00,652836.00
2016,4,CONTRA CALVICIE,1158.03,630000.00
2016,4,LICORERAS,1158.03,629999.73
2016,4,ANTICONCEPTIVOS,1080.00,587552.37
2016,4,TRANSPORTE PUBLICO,1035.32,563253.54
2016,4,SEGUROS GASTOS MED,1033.95,562500.00
2016,4,COURIER,1028.72,559657.00
2016,4,BLOQUES,990.58,538907.00
2016,4,ZACATE SINTETICO,986.00,536413.58
